36,Martins_Drift-04,Botswana,27.8978,-22.7022,Phlogopite / Biotite,Rb-Sr,1352
37,Sloan-01,USA,-105.4533,40.8433,Phlogopite / Biotite,K-Ar,1350
38,Martins_Drift-02,Botswana,27.8627,-22.743,Phlogopite / Biotite,Rb-Sr,1333
39,Martins_Drift-03,Botswana,27.883499,-22.7041,Phlogopite / Biotite,Rb-Sr,1333
40,Martins_Drift-04,Botswana,27.897699,-22.702999,Phlogopite / Biotite,Rb-Sr,1333
41,Helpmekaar_Gr,South Africa,23.597349,-27.551555,Perovskite,U-Th-Pb,1303
42,Martins_Drift-02,Botswana,27.8627,-22.743,Phlogopite / Biotite,Rb-Sr,1287
43,Ngulube-01,South Africa,28.0116,-21.4831,Zircon,U-Th-Pb,1217
44,Basureddipalle,India,77.591609,16.725714,Perovskite,U-Th-Pb,1200
45,Nemag_Lake,Canada,-81.25353,46.35894,Phlogopite / Biotite,K-Ar,1196
46,Goudini,South Africa,26.2,-25.2833,Whole Rock,Sm-Nd,1190
47,Mantyjarvi,Finland,28.7034,63.0866,Phlogopite,Ar-Ar,1186
48,Himlapur,India,77.327089,16.848025,Phlogopite,Ar-Ar,1180
49,Premier,South Africa,28.5153,-25.6736,Clinopyroxene,Rb-Sr,1180
50,Gollapalle West,India,77.6333,14.5139,Phlogopite,U-Th-Pb,1167
51,Wadagera,India,77.234607,16.659367,Phlogopite,Ar-Ar,1160
52,Himlapur,India,77.327089,16.848025,Phlogopite,Rb-Sr,1159.5
53,Chintalampalle,India,77.46443,15.0466,Phlogopite,Ar-Ar,1157
54,Maddur,India,77.59595,16.839433,Perovskite,U-Th-Pb,1156
55,Mwenezi-01,South Africa,30.6425,-21.5942,Phlogopite / Biotite,Rb-Sr,1156
56,National,South Africa,28.5247,-25.7583,Phlogopite / Biotite,Rb-Sr,1155
57,Premier,South Africa,28.5153,-25.6736,Perovskite,U-Th-Pb,1154
58,Wajrakarur-02,India,77.2,14.9,Phlogopite / Biotite,K-Ar,1153
59,Salvador-01,Brazil,-42.1938,-12.0133,Phlogopite,Rb-Sr,1152
60,Premier,South Africa,28.5153,-25.6736,Perovskite,U-Th-Pb,1151
61,Premier,South Africa,28.5153,-25.6736,Perovskite,U-Th-Pb,1150
62,Itanana,Tanzania,32.9037,-4.1837,Phlogopite,Ar-Ar,1149
63,National,South Africa,28.5247,-25.7583,Perovskite,U-Th-Pb,1148.5
64,Marathon_Dykes,Canada,-86.36328,48.7137,Perovskite,U-Th-Pb,1144
65,Kotakonda,India,77.68145,16.773253,Phlogopite,Ar-Ar,1144
66,Kim0046,India,77.109988,16.826057,Phlogopite,Ar-Ar,1143
67,Kalix_Group,Sweden,23.1667,65.8667,Phlogopite / Biotite,K-Ar,1142
68,Perapalli,India,77.503061,16.770924,Perovskite,U-Th-Pb,1141
69,Basureddipalle,India,77.591609,16.725714,Perovskite,U-Th-Pb,1140
70,Kim0046,India,77.109988,16.826057,Phlogopite,Rb-Sr,1139.9
71,Chigicherla-02,India,77.67978,14.52627,Perovskite,U-Th-Pb,1131.2
72,Timber_Creek-04,Australia,130.4798,-15.7433,Spinel,Ar-Ar,1130
73,Nazarapur,India,77.399389,16.826915,Phlogopite,Ar-Ar,1129
74,Mwenezi-01,South Africa,30.6425,-21.5942,Perovskite,U-Th-Pb,1129
75,Wajrakurur_East,India,77.40445,15.02285,Perovskite,U-Th-Pb,1128.5
76,Gollapalle_East,India,77.63612,14.51882,Perovskite,U-Th-Pb,1128
77,Wadagera,India,77.234607,16.659367,Phlogopite,Rb-Sr,1128
78,Gaddisugur,India,77.117867,16.664657,Phlogopite,Ar-Ar,1126.6
79,Gaddisugur,India,77.117867,16.664657,Phlogopite,Rb-Sr,1125
80,Kotakonda,India,77.68145,16.77325,Perovskite,U-Th-Pb,1125
81,Venkatampalli-07,India,77.3708,14.9333,Perovskite,U-Th-Pb,1125
82,Wajrakurur_East,India,77.40445,15.02285,Perovskite,U-Th-Pb,1124
83,Kyle_Lake,Canada,-85.4041,52.46339,Phlogopite,Rb-Sr,1123
84,Narayanpet-01,India,77.497269,16.770465,Perovskite,U-Th-Pb,1123
85,Belagera,India,77.117358,16.945027,Phlogopite,Rb-Sr,1120
86,Gollapalle_West,India,77.62129,14.51547,Perovskite,U-Th-Pb,1120
87,Tummatapalle,India,77.30205,14.84144,Perovskite,U-Th-Pb,1117
88,Wajrakarur-01,India,77.38725,15.033661,Whole Rock + Mineral,Rb-Sr,1116
89,Mwenezi-05,South Africa,30.6486,-21.5777,Perovskite,U-Th-Pb,1115
90,Bubiki,Tanzania,33.3429,-3.3759,Phlogopite,Ar-Ar,1115
91,Muligiripalle-05,India,77.3083,14.85,Phlogopite,Ar-Ar,1113
92,Mwenezi-04,South Africa,30.6516,-21.5752,Perovskite,U-Th-Pb,1112
93,Tummatapalle,India,77.30205,14.84144,Phlogopite,Rb-Sr,1111
94,Sekonomata,Mali,-11.175,13.0083,Phlogopite / Biotite,Rb-Sr,1110
95,Himlapur,India,77.327089,16.848025,Phlogopite,Ar-Ar,1109
96,Kalyandurg-03,India,76.96425,14.56546,Perovskite,U-Th-Pb,1109
97,Tummatapalle,India,77.30205,14.84144,Phlogopite,Ar-Ar,1105
98,Songwa-02,Tanzania,33.5377,-3.5242,Phlogopite,Ar-Ar,1105
99,Gollapalle_East,India,77.63612,14.51882,Perovskite,U-Th-Pb,1102.5
100,Gollapalle_West,India,77.62129,14.51547,Perovskite,U-Th-Pb,1101.2
101,Bachelor_Lake,Canada,-76.14491,49.49819,Phlogopite / Biotite,K-Ar,1100
102,551_081_X0001,India,77.399279,16.822005,Phlogopite,Ar-Ar,1098
103,551_081_X0099,India,77.421079,16.833665,Phlogopite,Ar-Ar,1098
104,Bewanahalli,India,77.314849,16.840265,Phlogopite,Ar-Ar,1098
105,Domargidda,India,77.4986,16.8181,Phlogopite,Ar-Ar,1098
106,Goudagera_Tanda,India,77.234607,16.659367,Phlogopite,Ar-Ar,1098
107,Gurmatkal,India,77.4333,16.8417,Phlogopite,Ar-Ar,1098
108,Lattavaram-03,India,77.2833,14.925,Perovskite,U-Th-Pb,1098
109,Mudalabad,India,77.50391,16.79588,Phlogopite,Rb-Sr,1098
110,Nazarapur,India,77.399389,16.826915,Phlogopite,Rb-Sr,1098
111,Putak,India,77.456809,16.820275,Phlogopite,Rb-Sr,1098
112,Sajanapur,India,77.4917,16.825,Phlogopite,Rb-Sr,1098
113,Shivapur,India,77.273789,16.863085,Phlogopite,Rb-Sr,1098
114,Udimilgidda,India,77.475569,16.818055,Phlogopite,Rb-Sr,1098
115,Yagapur,India,77.094068,16.909787,Phlogopite,Rb-Sr,1098
116,Yampahad,India,77.278829,16.849485,Phlogopite,Rb-Sr,1098
117,Bubiki,Tanzania,33.3429,-3.3759,Phlogopite,Rb-Sr,1097
118,Gollapalle East,India,77.63612,14.51882,Phlogopite,Rb-Sr,1094.2
119,Wajrakarur-02,India,77.2,14.9,Phlogopite,Rb-Sr,1094
120,Muligiripalle-05,India,77.3083,14.85,Phlogopite,Rb-Sr,1093
121,Siddanapalle_Tanda,India,77.55427,16.19094,Zircon,U-Th-Pb,1093
122,Siddanapalle_Tanda,India,77.55427,16.19094,Perovskite,U-Th-Pb,1093
123,Kottakunta,India,77.3708,15.0264,Phlogopite,Rb-Sr,1092
124,Anumapalle,India,77.504569,14.98968,Phlogopite,Rb-Sr,1091
125,Chintalampalle,India,77.4611,15.0389,Phlogopite,Rb-Sr,1091
126,Dibbasani,India,77.4708,14.9861,Phlogopite,Rb-Sr,1091
127,Lambadithanda,India,77.2917,14.9208,Phlogopite,Rb-Sr,1091
128,Venkatampalli-07,India,77.3708,14.9333,Phlogopite,Rb-Sr,1091
129,Wajrakarur-01,India,77.38725,15.03366,Phlogopite,Rb-Sr,1091
130,Dead_Horse_Creek,Canada,-86.67367,48.83751,Phlogopite,Rb-Sr,1085
131,Maddur,India,77.595951,16.839434,Zircon,U-Th-Pb,1085
132,Abhangapur,India,77.6333,16.7639,Zircon,U-Th-Pb,1084
133,Bommanpahad,India,77.5833,16.7528,Zircon,U-Th-Pb,1084
134,Duppatghat,India,77.6889,16.8139,Zircon,U-Th-Pb,1084
135,Gokapasalwad,India,77.604071,16.950634,Zircon,U-Th-Pb,1084
136,Kazipur,India,77.579901,16.868464,Zircon,U-Th-Pb,1084
137,Koilkonda,India,77.575941,16.781904,Zircon,U-Th-Pb,1084
138,Kotakonda,India,77.68145,16.77325,Phlogopite,Rb-Sr,1084
139,Maddur-02,India,77.643901,16.834834,Zircon,U-Th-Pb,1084
140,Maddur-03,India,77.6306,16.8306,Zircon,U-Th-Pb,1084
141,Maddur-04,India,77.630951,16.830914,Zircon,U-Th-Pb,1084
142,Mominapur,India,77.626801,16.803814,Zircon,U-Th-Pb,1084
143,Narayanpet-01,India,77.497269,16.770465,Zircon,U-Th-Pb,1084
144,Perapalli,India,77.503061,16.770924,Zircon,U-Th-Pb,1084
145,Ramannapalle,India,77.6944,16.7708,Zircon,U-Th-Pb,1084
146,SW_Maddur,India,77.650501,16.834904,Zircon,U-Th-Pb,1084
147,Vinjamur,India,77.6861,16.7639,Zircon,U-Th-Pb,1084
148,Itanana,Tanzania,32.9037,-4.1837,Perovskite,U-Th-Pb,1083
149,Muligiripalle-05,India,77.3083,14.85,Perovskite,U-Th-Pb,1079
150,Premier,South Africa,28.5153,-25.6736,Perovskite,U-Th-Pb,1078
151,Kyle-05,Canada,-85.257604,53.07604,Perovskite,U-Th-Pb,1076.2
152,551_081_X0004,India,77.409129,16.828705,Phlogopite,Ar-Ar,1052
153,Phillips_Range,Australia,126.125,-16.9,Clinopyroxene,Ar-Ar,1000
154,Le_Tac,Canada,-76.141,49.42466,Phlogopite,Ar-Ar,1000
155,Badgerow,Canada,-81.7351,46.6422,Zircon,U-Th-Pb,975
156,Lattavaram-03,India,77.2833,14.925,Phlogopite,K-Ar,968
157,Lattavaram-04,India,77.2917,14.942,Phlogopite,Sm-Nd,940
158,Jungel-01,India,82.7833,24.525,Whole Rock,K-Ar,919
159,Triangle-05,South Africa,31.08847,-21.204943,Kelyphite after Garnet,Ar-Ar,886
160,Norseman-01,Australia,121.8722,-32.2544,Phlogopite / Biotite,Rb-Sr,849
161,Weasua-K1,Liberia,-10.478253,7.296504,Phlogopite,Ar-Ar,841
162,Bow_Hill,Australia,128.2167,-16.6333,Phlogopite,K-Ar,815
163,Mbujimayi-01,Congo,23.6076,-6.1671,Clinopyroxene,Ar-Ar,801
164,Pteropus-01,Australia,127.4281,-14.63,Zircon,U-Th-Pb,800
165,Skerring,Australia,127.3539,-14.1116,Zircon,U-Th-Pb,800
166,Ashmore-01,Australia,127.2924,-14.2372,Phlogopite,Ar-Ar,799
167,Schuller-01,South Africa,28.530302,-25.760881,Perovskite,U-Th-Pb,799
168,Dow-02,USA,-88.163,46.0494,Phlogopite / Biotite,Rb-Sr,793
169,Weasua-K2,Liberia,-10.478579,7.312889,Phlogopite,Ar-Ar,791
170,Vader,Canada,-78.5633,52.90068,Phlogopite,Ar-Ar,790
171,Seppelt-01,Australia,127.3849,-14.435,Phlogopite / Biotite,Rb-Sr,784
172,Kalettomanpuro,Finland,29.4118,65.5161,Perovskite,U-Th-Pb,754
173,Prospect-01,South Africa,28.891683,-19.789783,Phlogopite,Ar-Ar,750
174,Brauna-11,Brazil,-39.4013,-10.9166,Kelyphite after Garnet,Ar-Ar,726
175,Guaniamo-01,Venezuela,-65.8155,6.3627,Phlogopite,Rb-Sr,711.6
176,Kolissen-01,Gabon,10.6878,-0.77614,Phlogopite,Ar-Ar,708
177,Brauna-15,Brazil,-39.4,-10.9241,Phlogopite,Ar-Ar,690
178,Brauna-03,Brazil,-39.4238,-10.9016,Phlogopite / Biotite,Rb-Sr,682
179,Amon,Canada,-80.215843,70.696097,Rutile,U-Th-Pb,672.7
180,Mwenezi-02,South Africa,30.6475,-21.5793,Phlogopite,Ar-Ar,670
181,Leningradskaya,Russia,112.6767,66.3087,Zircon,U-Th-Pb,670
182,Isuli,Tanzania,33.7666,-5.2833,GAR,Ar-Ar,667
183,Baffin-01,Canada,-80.063409,70.501524,Phlogopite,Ar-Ar,655
184,Gerle_Gold,Canada,-109.3461,63.3697,Kelyphite after Garnet,Ar-Ar,650
185,Kgalagadi-02,Botswana,22.0205,-24.8995,Perovskite,U-Th-Pb,647
186,Brauna-07,Brazil,-39.4088,-10.9069,Perovskite,U-Th-Pb,641.7
187,Dartmouth,South Africa,28.319102,-22.999366,Perovskite,U-Th-Pb,634
188,Renard-01,Canada,-72.197522,52.822961,Perovskite,U-Th-Pb,631.6
189,Venetia-02,South Africa,29.316432,-22.432107,Perovskite,U-Th-Pb,631
190,Chicken_Park-01,USA,-105.5344,40.8664,Perovskite,U-Th-Pb,614.5
191,Anuri,Canada,-112.993941,66.557162,Phlogopite,Rb-Sr,613
192,Kobato,Mali,-11.1417,12.9875,Phlogopite / Biotite,Rb-Sr,600
193,Wessels,South Africa,28.967308,-19.811397,Phlogopite,Ar-Ar,600
194,George_Creek,USA,-105.7014,40.8908,Phlogopite,Rb-Sr,600
195,Lomonovskaya,Russia,41.0673,65.3678,Clinopyroxene,Ar-Ar,591
196,George,Canada,-109.70854,64.70535,Phlogopite / Biotite,Ar-Ar,590
197,Kgalagadi-04,Botswana,22.615,-24.5842,Phlogopite / Biotite,Rb-Sr,589
198,Sarfartoq-464611,Greenland,-52.173025,66.517464,Perovskite,U-Th-Pb,587.4
199,Sarfanguaqland-01,Greenland,-53.4389,66.8583,Phlogopite / Biotite,Rb-Sr,587
200,Sarfartoq-265849,Greenland,-50.4787,66.71451,Perovskite,U-Th-Pb,585.6
201,Kgalagadi-07,Botswana,22.2164,-24.9314,Perovskite,U-Th-Pb,585
202,Sarfartoq-464633,Greenland,-51.402072,66.691873,Perovskite,U-Th-Pb,585
203,Torngat-01,Canada,-65.11748,59.47747,Perovskite,U-Th-Pb,584
204,66V230,Greenland,-51.271,66.531,Whole Rock,K-Ar,584
205,Beitbridge-01,South Africa,29.8808,-22.17,Perovskite,U-Th-Pb,583
206,Sarfartoq-444206,Greenland,-51.277233,66.702756,Perovskite,U-Th-Pb,581.2
207,Sarfartoq-491807,Greenland,-51.1809,66.301985,Perovskite,U-Th-Pb,580.7
208,Sarfartoq-491803,Greenland,-51.17703,66.301576,Perovskite,U-Th-Pb,579.5
209,Sarfartoq-491912,Greenland,-51.839667,66.405794,Perovskite,U-Th-Pb,578.9
210,Sarfartoq-477423,Greenland,-51.848249,66.405014,Perovskite,U-Th-Pb,578.7
211,Sarfartoq-472522,Greenland,-51.306065,66.201345,Perovskite,U-Th-Pb,575.2
212,USouth Africa,Canada,-113.36772,63.46607,Phlogopite,Ar-Ar,574
213,Venetia-01,South Africa,29.3214,-22.434,Perovskite,U-Th-Pb,572
214,Sarfartoq-444269,Greenland,-50.809295,66.174839,Perovskite,U-Th-Pb,571.4
215,Aillik Bay,Canada,-59.1698,55.22023,Phlogopite / Biotite,K-Ar,570
216,Kgalagadi-04,Botswana,22.615,-24.5842,Perovskite,U-Th-Pb,568
217,Chicoutimi,Canada,-71.24841,48.46632,Whole Rock,K-Ar,568
218,Luikonlahti,Finland,28.7088,62.9431,Perovskite,U-Th-Pb,567
219,Sarfartoq-444201,Greenland,-51.214485,66.80865,Perovskite,U-Th-Pb,565.9
220,Sarfartoq-464645,Greenland,-52.16332,66.743371,Perovskite,U-Th-Pb,565.6
221,Sarfartoq-472519,Greenland,-51.983543,66.374251,Perovskite,U-Th-Pb,561.9
222,Sarfartoq-483815,Greenland,-50.71418,66.387985,Perovskite,U-Th-Pb,551.1
223,Indicator_Lake,Canada,-72.39706,51.97688,Perovskite,U-Th-Pb,550.9
224,Abloviak-01,Canada,-65.13667,59.465,Phlogopite,Ar-Ar,550
225,Abloviak-02,Canada,-65.18417,59.44375,Phlogopite,Ar-Ar,550
226,Mbizi-02,South Africa,31.0695,-21.1683,Phlogopite,Ar-Ar,550
227,Grib,Russia,41.4263,65.5066,Phlogopite,Ar-Ar,550
228,Hearne,Canada,-109.22687,63.43061,Phlogopite,Ar-Ar,549
229,Venetia-13,South Africa,29.3252,-22.4341,Perovskite,U-Th-Pb,549
230,Qilaluqag-01,Canada,-86.139937,66.560385,Perovskite,U-Th-Pb,546
231,Tuzo,Canada,-109.19962,63.44174,Phlogopite,Ar-Ar,542
232,Mbizi-02,South Africa,31.0695,-21.1683,Clinopyroxene,Ar-Ar,542
233,Avike,Sweden,17.5,62.88,Phlogopite,K-Ar,542
234,Vredenhof-03,Namibia,18.8597,-27.6233,Phlogopite / Biotite,Rb-Sr,541
235,Colossus,South Africa,28.876239,-19.791167,Perovskite,U-Th-Pb,540
236,Venetia-01,South Africa,29.3214,-22.434,Perovskite,U-Th-Pb,540
237,5034 (Gahcho Kue),Canada,-109.2082,63.43537,Phlogopite / Biotite,Rb-Sr,539
238,Sese-01,South Africa,30.6705,-20.5006,Phlogopite / Biotite,Rb-Sr,538
239,Ondermatje-01,Namibia,19.4375,-28.3625,Perovskite,U-Th-Pb,537.6
240,Naset,Sweden,17.4694,62.4625,Phlogopite / Biotite,K-Ar,537
241,Mwenezi-01,South Africa,30.6425,-21.5942,Clinopyroxene,Ar-Ar,536
242,Kikerk_Lake-01,Canada,-113.21469,67.13947,Phlogopite / Biotite,Ar-Ar,535
243,Opus-06,Canada,-84.279334,72.229496,Phlogopite,Ar-Ar,535
244,Beitbridge-01,South Africa,29.8808,-22.17,Clinopyroxene,Ar-Ar,535
245,Beitbridge-01,South Africa,29.8808,-22.17,Phlogopite,Ar-Ar,535
246,Venetia-04,South Africa,29.329032,-22.435007,Whole Rock + Mineral,Rb-Sr,533
247,Kgalagadi-05,Botswana,22.092199,-24.9867,Perovskite,U-Th-Pb,531
248,Tesla,Canada,-109.2122,63.4454,Phlogopite,Ar-Ar,531
249,AV-1,Canada,-83.390028,69.283497,Perovskite,U-Th-Pb,530
250,AV-2,Canada,-83.299431,69.269235,Perovskite,U-Th-Pb,530
251,Colossus,South Africa,28.876239,-19.791167,Phlogopite,Ar-Ar,529
252,Mooikloof,South Africa,28.258,-22.946569,Phlogopite / Biotite,Rb-Sr,528
253,Ondermatje-01,Namibia,19.4375,-28.3625,Phlogopite / Biotite,Rb-Sr,525
254,Venetia-03,South Africa,29.313032,-22.429407,Perovskite,U-Th-Pb,525
255,Uitkomst-04,Namibia,18.9106,-27.7161,Phlogopite / Biotite,Ar-Ar,524
256,Snap_Lake,Canada,-110.8565,63.608118,Phlogopite / Biotite,Rb-Sr,523
257,Lynx_Dyke,Canada,-72.231282,52.819206,Ilmenite,U-Th-Pb,522
258,Mooikloof,South Africa,28.2583,-22.9458,Perovskite,U-Th-Pb,522
259,Venetia-07,South Africa,29.317032,-22.435607,Perovskite,U-Th-Pb,522
260,Mooikloof,South Africa,28.2583,-22.9458,Perovskite,U-Th-Pb,521
261,Mooikloof,South Africa,28.2583,-22.9458,Phlogopite / Biotite,Rb-Sr,520
262,Venetia-01,South Africa,29.321132,-22.434807,Phlogopite / Biotite,Ar-Ar,519
263,Uitkomst-05,Namibia,18.9175,-27.7089,Phlogopite / Biotite,Ar-Ar,514
264,Martins_Drift-08,Botswana,28.0788,-22.650999,Clinopyroxene,Ar-Ar,513
265,The_Oaks,South Africa,28.318602,-22.954369,Kelyphite after Garnet,Ar-Ar,512
266,Venetia-01,South Africa,29.3214,-22.434,Phlogopite / Biotite,Rb-Sr,511
267,Sikwane-01,Botswana,26.4436,-24.501,Phlogopite,Ar-Ar,509
268,The_Oaks,South Africa,28.318602,-22.954369,Phlogopite / Biotite,Rb-Sr,509
269,The_Oaks,South Africa,28.318602,-22.954369,Phlogopite / Biotite,Rb-Sr,508
270,Ondermatje-01,Namibia,19.4375,-28.3625,Phlogopite / Biotite,Rb-Sr,507
271,The_Oaks,South Africa,28.318602,-22.954369,Phlogopite / Biotite,Ar-Ar,507
272,Colossus,South Africa,28.876239,-19.791167,Phlogopite / Biotite,Rb-Sr,502
273,Colossus,South Africa,28.876239,-19.791167,Phlogopite / Biotite,Rb-Sr,502
274,Martins_Drift-08,Botswana,28.0789,-22.6502,Phlogopite,Ar-Ar,500
275,Kent,Canada,-113.66028,64.20248,Phlogopite / Biotite,Rb-Sr,500
276,Grunau_SW16,Namibia,18.2,-27.95,Whole Rock,K-Ar,500
277,Dartmouth,South Africa,28.319102,-22.999366,Phlogopite / Biotite,Rb-Sr,500
278,Murowa,South Africa,30.3983,-20.4749,Zircon,U-Th-Pb,500
279,Pengjiabang_Group,China,113,31.3333,Whole Rock,K-Ar,493
280,The_Oaks,South Africa,28.3189,-22.9536,Phlogopite / Biotite,Rb-Sr,493
281,Pomorskaya,Russia,41.0849,65.3476,Perovskite,U-Th-Pb,490
282,Amakinskaya,Russia,113.774,62.4369,Zircon,Fission Track,486
283,Hongqi-01,China,117.781,35.6682,Phlogopite / Biotite,Rb-Sr,482
284,Shengli-01,China,117.778,35.6568,Perovskite,U-Th-Pb,480.6
285,Wolverine_North,Canada,-113.60254,64.2194,Kelyphite after Garnet,Ar-Ar,480
286,Fuxian-50,China,121.808,39.5205,Baddeleyite,U-Th-Pb,479.6
287,Fuxian-01,China,121.773,39.5556,Whole Rock + Mineral,K-Ar,475
288,Shengli-02,China,117.779,35.6585,Phlogopite / Biotite,Rb-Sr,475
289,Podsnezhnaya,Russia,119.2976,70.2278,Zircon,Fission Track,475
290,Shengli-01,China,117.778,35.6568,Phlogopite / Biotite,Rb-Sr,474
291,Cleve-03,Australia,136.5375,-33.5583,Phlogopite / Biotite,Rb-Sr,470
292,CL25,Canada,-110.15822,63.570439,Zircon,U-Th-Pb,470
293,Knife_Lake,Canada,-113.152883,67.01286,Zircon,U-Th-Pb,467
294,Fuxian-50,China,121.808,39.5205,Perovskite,U-Th-Pb,465
295,Fuxian-51,China,121.816,39.5227,Phlogopite / Biotite,Rb-Sr,463
296,Fuxian-42,China,121.869,39.6581,Phlogopite,Ar-Ar,462
297,Jean,Canada,-113.69101,63.70822,Phlogopite / Biotite,Ar-Ar,461
298,Hongqi-06,China,117.914,35.815,Phlogopite,Ar-Ar,460
299,Fuxian-50,China,121.808,39.5205,Phlogopite,Ar-Ar,458
300,Cross_Lake,Canada,-113.29473,63.55704,Zircon,U-Th-Pb,450.4
301,Rich,Canada,-113.73111,63.69148,Kelyphite after Garnet,Ar-Ar,448
302,Shenchong_(Ya_Qui),China,108.3,26.95,Whole Rock,K-Ar,446
303,Drybones_Bay,Canada,-113.80564,62.13837,Zircon,U-Th-Pb,441.4
304,Jericho-01,Namibia,19.7819,-28.3153,Perovskite,U-Th-Pb,440
305,Mountain_Diatreme,Canada,-129.50134,64.23105,Phlogopite,K-Ar,437
306,Orion,Canada,-113.29149,63.51669,Zircon,U-Th-Pb,435.4
307,XXIII_Sezda_KPSS,Russia,113.7886,62.4505,Zircon,Fission Track,433
308,Aerogeologicheskaya,Russia,119.049,69.1069,Phlogopite / Biotite,Rb-Sr,432
309,Mbizi-02,South Africa,31.0695,-21.1683,Kelyphite after Garnet,Ar-Ar,431
310,Anomaly-05,Russia,116.5154,69.0249,Zircon,U-Th-Pb,430
311,Flogopitovaya,Russia,119.6353,69.8,Phlogopite / Biotite,Rb-Sr,428
312,Anomaly-152,Russia,117.2793,69.0344,Zircon,U-Th-Pb,420
313,Babye_Leto,Russia,116.8042,69.1258,Zircon,U-Th-Pb,420
314,Ukukit,Russia,116.9091,68.7957,Zircon,U-Th-Pb,420
315,Perevalnaya_II,Russia,117.1696,68.4571,Phlogopite / Biotite,Rb-Sr,405
316,Estes_Park_Dykes,USA,-105.5186,40.3289,Phlogopite / Biotite,Rb-Sr,404
317,Vostok-06,Russia,119.9369,70.0771,Phlogopite / Biotite,Rb-Sr,400
318,Belka,Russia,120.0244,70.0004,Phlogopite / Biotite,Rb-Sr,397
319,Tayozhnaya,Russia,113.7478,62.3726,Zircon,Fission Track,397
320,Kidwell-26,USA,-90.2014,37.7439,Phlogopite / Biotite,K-Ar,397
321,Operyayuschaya,Russia,119.9807,69.9914,Phlogopite / Biotite,Rb-Sr,394
322,Onverwag-01,Namibia,18.1481,-27.7017,Whole Rock,K-Ar,392
323,Letnyaya_Z,Russia,112.7255,66.4149,Zircon,Fission Track,392
324,HP_Pipe,Canada,-116.96274,51.70222,Phlogopite / Biotite,Rb-Sr,391
325,Pionerskaya,Russia,41.0533,65.3271,Clinopyroxene,Ar-Ar,390
326,Avon,USA,-90.3153,37.8178,Phlogopite / Biotite,K-Ar,388
327,Nemagnitnaya,Russia,119.3289,70.2166,Zircon,Fission Track,387
328,Jaibara-01,Brazil,-46.6367,-1.9597,Phlogopite,Ar-Ar,385
329,Kollektivnaya,Russia,111.4462,66.1969,Zircon,Fission Track,385
